Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Included / International,Price / International,Compare At Price / International,Status
cmyk-mug-01,CMYK-Mug-01,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mugShadows.jpg?v=1682325805,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
cmyk-mug-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mugShadows-001.jpg?v=1682325805,2,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyk-mug-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CMYK.jpg?v=1682325818,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-10,Animal-Mug-10,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/10.png?v=1682315393,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-10,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/10.1.png?v=1682315393,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-10,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-10.png?v=1682315390,3,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-animal-mug-8,Animal-Mug-9,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/9.png?v=1682315093,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
copy-of-animal-mug-8,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/9.1.png?v=1682315093,2,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-animal-mug-8,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-9.png?v=1682315093,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-8,Animal-Mug-8,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/8.png?v=1682315024,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-8,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/8.1.png?v=1682315024,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-8,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-8.png?v=1682315022,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-7,Animal-Mug-7,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/7.png?v=1682314976,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-7,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/7.1.png?v=1682314976,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-7,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-7.png?v=1682314974,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-6,Animal-Mug-6,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/6.png?v=1682314929,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/6.1.png?v=1682314929,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-6.png?v=1682314926,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-5,Animal-Mug-5,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/5.png?v=1682315471,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/5.1.png?v=1682315471,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-5.png?v=1682314251,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-04,Animal-Mug-04,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/4.png?v=1682314187,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-04,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/4.1.png?v=1682314187,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-04,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-4.png?v=1682314187,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-03,Animal-Mug-03,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/3.png?v=1682168955,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-03,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/3.1.png?v=1682168955,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-03,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-3.png?v=1682168955,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-02,Animal-Mug-02,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/2.png?v=1682315465,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-02,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/2.1.png?v=1682315465,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-02,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-2.png?v=1682168730,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-01,Animal-Mug-01,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,"Animals, Typography",TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/1.png?v=1682168620,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animal-mug-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/1.1.png?v=1682168620,2,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-mug-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/mug-1.png?v=1682168620,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animals-1,Animals-01,,obldisplay,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Acrylic,Animals,TRUE,Size,10 x 10 in,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AnimalFriends-01-Fornt.png?v=1682067368,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animals-1,,,,,,,,,20 x 20 in,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AnimalFriends-01-LR.png?v=1682067368,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-1,,,,,,,,,30 x 30 in,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AnimalFriends-01-Fornt-Copy.png?v=1682067368,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
copy-of-spring-flowers-01,Sunrise-01,Acrylic floating print,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Plastic Canvas,Acrylic,floral,TRUE,Size,13 x 19 in,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Sunrise-MockupFront-Nature.png?v=1682162010,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
copy-of-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/13x19inSunrise-Nature-LR.png?v=1682162010,2,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicCornerKnobZoomImage.png?v=1682162010,3,,,,,,,,,,,,,,,,,,,,,,,,,,
animals-01-a5,Animals-01-A5 Notebook,"<p>Three Page Options Available.</p>
<p>Set of Two Spiral Notebooks.</p>",obldisplay,Office Supplies > General Office Supplies > Paper Products > Stationery,Notebook,Typography,TRUE,Size,A4,Style,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Animals-01-Notepad_A5_e0cd4345-1b96-4c86-9e18-7f68ca2f02ce.png?v=1681983974,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animals-01-a5,,,,,,,,,A4,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Animals-01_922e307d-dd41-4be8-8b84-881a4e946459.png?v=1681983974,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01-a5,,,,,,,,,A4,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01-a5,,,,,,,,,A5,,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01-a5,,,,,,,,,A5,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01-a5,,,,,,,,,A5,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01-a5,Typography Style-01-A5 Notebook,"<p>Three Page Options Available.</p>
<p>Set of Two Spiral Notebooks.</p>",obldisplay,Office Supplies > General Office Supplies > Paper Products > Stationery,Notebook,Typography,TRUE,Size,A5,Style,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Typography-01-Notepad_A5.png?v=1681982607,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
typography-style-01-a5,,,,,,,,,A5,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Typography-01_404f442c-aaf6-4a62-a31e-685cddd9a43a.png?v=1681982607,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01-a5,,,,,,,,,A5,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01,Animals-01- A4 Notebook,"<p>Three Page Options Available.</p>
<p>Set of Two Spiral Notebooks.</p>",obldisplay,Office Supplies > General Office Supplies > Paper Products > Stationery,Notebook,Typography,TRUE,Size,A4,Style,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Animals-01-Notepad_A4.png?v=1681982506,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
animals-01,,,,,,,,,A4,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Animals-01-NotebookSide_A4.png?v=1681982506,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01,,,,,,,,,A4,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Animals-01.png?v=1681982483,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01,,,,,,,,,A5,,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01,,,,,,,,,A5,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
animals-01,,,,,,,,,A5,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01,Typography Style-01-A4 Notebook,"<p>Three Page Options Available.</p>
<p>Set of Two Spiral Notebooks.</p>",obldisplay,Office Supplies > General Office Supplies > Paper Products > Stationery,Notebook,Typography,TRUE,Size,A4,Style,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Typography-01-Notepad_A4_441b7497-d1b1-4a9f-8f31-f90c27c74aee.png?v=1681982077,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
typography-style-01,,,,,,,,,A4,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Typography-01-NotebookSide_A4.png?v=1681982077,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01,,,,,,,,,A4,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Typography-01.png?v=1681982077,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01,,,,,,,,,A5,,dot,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Dotted-A4.png?v=1681982077,4,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01,,,,,,,,,A5,,line,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Lines-A4.png?v=1681982077,5,,,,,,,,,,,,,,,,,,,kg,,,,,,,
typography-style-01,,,,,,,,,A5,,square,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/squared-A4.png?v=1681982077,6,,,,,,,,,,,,,,,,,,,kg,,,,,,,
baby-animal-friends,Baby Animal Friends,"<p>A7 - 5 x 7 in</p>
<p>Set of 3.</p>",obldisplay,Office Supplies > General Office Supplies > Paper Products > Stationery,Greeting Cards,Animals,TRUE,Size,A7- 5 x 7 in,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/babyAnimalsFriends-01.png?v=1681970463,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
baby-animal-friends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/babyAnimalsFriends-02.png?v=1681970463,2,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-animal-friends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/babyAnimalsFriends.png?v=1681970463,3,,,,,,,,,,,,,,,,,,,,,,,,,,
plant-life-wallpaper-01,Plant Life Wallpaper-01,,obldisplay,Home & Garden > Decor > Wallpaper,Wall Paper,floral,TRUE,Title,Default Title,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Wallpaper-03-Mockup-02.png?v=1681884474,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
plant-life-wallpaper-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Wallpaper-floral-03-LR.png?v=1681884474,2,,,,,,,,,,,,,,,,,,,,,,,,,,
plant-life-wallpaper-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Wallpaper-03-Mockup-02.jpg?v=1681884474,3,,,,,,,,,,,,,,,,,,,,,,,,,,
plant-life-wallpaper-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/WallpaperRoll-floral-03.jpg?v=1681884474,4,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-flowers-03-t-shirt,Spring Flowers-03- T-Shirt,,obldisplay,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,floral,TRUE,Color,Pink,Size,Small,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Springflower-03-tshirt.jpg?v=1681817359,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
spring-flowers-03-t-shirt,,,,,,,,,Pink,,Medium,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Springflower-03-tshirta.jpg?v=1681817359,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Pink,,Large,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Springflower-03-tshirtab.jpg?v=1681817359,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,White,,Small,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,White,,Medium,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,White,,Large,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Black,,Small,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Black,,Medium,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Black,,Large,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Blue,,Small,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Blue,,Medium,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
spring-flowers-03-t-shirt,,,,,,,,,Blue,,Large,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
copy-of-spring-flowers-01-t-shirt,Spring Flowers-02- T-Shirt,,obldisplay,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,floral,TRUE,Color,Pink,Size,Small,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Springflower-02-tshirt.jpg?v=1681817306,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
copy-of-spring-flowers-01-t-shirt,,,,,,,,,Pink,,Medium,,,,0,shopify,0,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Springflower-02-tshirta.jpg?v=1681817307,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
copy-of-spring-flowers-01-t-shirt,,,,,,,,,Pink,,Large,,,,0,shopify,0,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Springflower-02-tshirtab.jpg?v=1681817307,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
copy-of-spring-flowers-01-t-shirt,,,,,,,,,White,,Small,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
copy-of-spring-flowers-01-t-shirt,,,,,,,,,White,,Medium,,,,0,shopify,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
copy-of-spring-flowers-01-t-shirt,,,,,,,,,White,,Large,,,,0,shopify,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
