Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Included / International,Price / International,Compare At Price / International,Status
copy-of-acrylic-floating-print-spring-flowers-01,Spring Flowers-02,Acrylic floating print,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Plastic Canvas,Acrylic,floral,FALSE,Size,80 x 120 cm,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicMockup-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature_lowres.png?v=1681540811,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,archived
copy-of-acrylic-floating-print-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicMockup01-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature.png?v=1681540811,2,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-acrylic-floating-print-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicMockup02-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature.png?v=1681540811,3,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-acrylic-floating-print-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Acrylic-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature_lowres.png?v=1681540811,4,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylic-floating-print-spring-flowers-01,Spring Flowers-01,Acrylic floating print,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Plastic Canvas,Acrylic,floral,FALSE,Size,80 x 120 cm,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicMockup-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature_lowres.png?v=1681540995,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,archived
acrylic-floating-print-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicMockup01-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature.png?v=1681540995,2,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylic-floating-print-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/AcrylicMockup02-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature.png?v=1681540995,3,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylic-floating-print-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Acrylic-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature_lowres.png?v=1681540995,4,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mug-jai-pista-spring-flowers-03,Spring flowers-03,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,floral,TRUE,Material,ceremic,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/MugFront-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_03-Nature.png?v=1681483644,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
copy-of-mug-jai-pista-spring-flowers-03,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/MugTop-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_03-Nature.png?v=1681483644,2,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-mug-jai-pista-spring-flowers-03,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Mug-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_03-Nature_lowres.png?v=1681483644,3,,,,,,,,,,,,,,,,,,,,,,,,,,
mug-jai-pista-spring-flowers-02,Spring flowers-02,,Jai Pista,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,floral,TRUE,Material,ceremic,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/MugFront-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature.png?v=1681483409,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
mug-jai-pista-spring-flowers-02,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/MugTop-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature.png?v=1681483410,2,,,,,,,,,,,,,,,,,,,,,,,,,,
mug-jai-pista-spring-flowers-02,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Mug-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_02-Nature_lowres.png?v=1681483410,3,,,,,,,,,,,,,,,,,,,,,,,,,,
mug-jai-pista-spring-flowers-01,Spring flowers-01,,obldisplay,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Gift,floral,TRUE,Material,ceremic,,,,,,0,shopify,10,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/MugFront-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature.jpg?v=1681482193,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
mug-jai-pista-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/MugTop-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature.jpg?v=1681482193,2,,,,,,,,,,,,,,,,,,,,,,,,,,
mug-jai-pista-spring-flowers-01,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Mug-Jai_Pista_SPRING_FLOWERS_STYLE_ZALOME_6_01-Nature_lowres.png?v=1681482193,3,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-place-des-lices,Place des Lices,<strong>Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Landscape,TRUE,Size,80 x 120 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Paul_Signac-Place_des_Lices_Paul_Signac-HomeDecor.jpg?v=1682066811,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
paul-signac-place-des-lices,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Paul_Signac-Place_des_Lices_Paul_Signac-HomeDecor.jpg?v=1682066811,2,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-place-des-lices,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Paul_Signac-Place_des_Lices_Paul_Signac-HomeDecor.jpg?v=1682066811,3,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-place-des-lices,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Paul_Signac-Place_des_Lices_Paul_Signac-HomeDecor_lowres.jpg?v=1682066811,4,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-les-andelys-cote-daval,Les Andelys CÃ´te d'Aval,<strong>Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Landscape,TRUE,Size,80 x 120 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Paul_Signac_-_Les_Andelys__Cote_d_Aval_-HomeDecor.jpg?v=1682066820,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
paul-signac-les-andelys-cote-daval,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvasmockup01-Paul_Signac_-_Les_Andelys__Cote_d_Aval_-HomeDecor.jpg?v=1682066820,2,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-les-andelys-cote-daval,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvasmockup02-Paul_Signac_-_Les_Andelys__Cote_d_Aval_-HomeDecor.jpg?v=1682066820,3,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-les-andelys-cote-daval,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Paul_Signac_-_Les_Andelys__Cote_d_Aval_-HomeDecor_lowres.jpg?v=1682066820,4,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-cassis-cap-lombard-opus,Cassis Cap Lombard Opus,<strong>Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Landscape,TRUE,Size,80x 120 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasfRONT-Paul_Signac_-_Cassis__Cap_Lombard__Opus_196_-HomeDecor.jpg?v=1682066748,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
paul-signac-cassis-cap-lombard-opus,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Paul_Signac_-_Cassis__Cap_Lombard__Opus_196_-HomeDecor.jpg?v=1682066748,2,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-cassis-cap-lombard-opus,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Paul_Signac_-_Cassis__Cap_Lombard__Opus_196_-HomeDecor.jpg?v=1682066748,3,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-cassis-cap-lombard-opus,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Paul_Signac_-_Cassis__Cap_Lombard__Opus_196_-HomeDecor_lowres.jpg?v=1682066748,4,,,,,,,,,,,,,,,,,,,,,,,,,,
paul_signac-the-pine-tree-at-saint-tropez,The Pine Tree at Saint Tropez,<strong>Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,"Inspirational, Landscape",TRUE,Size,80 x 120 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasfRONT-Paul_Signac__1909__The_Pine_Tree_at_Saint_Tropez__-HomeDecor.jpg?v=1682066719,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
paul_signac-the-pine-tree-at-saint-tropez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Paul_Signac__1909__The_Pine_Tree_at_Saint_Tropez__-HomeDecor.jpg?v=1682066719,2,,,,,,,,,,,,,,,,,,,,,,,,,,
paul_signac-the-pine-tree-at-saint-tropez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Paul_Signac__1909__The_Pine_Tree_at_Saint_Tropez__-HomeDecor.jpg?v=1682066719,3,,,,,,,,,,,,,,,,,,,,,,,,,,
paul_signac-the-pine-tree-at-saint-tropez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Paul_Signac__1909__The_Pine_Tree_at_Saint_Tropez__-HomeDecor_lowres.jpg?v=1682066719,4,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-6,The Ten Largest No.6,<strong>Hilma af Klint - Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Abstract,TRUE,Size,120 x 80 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Hilma_af_Klint_-_The_Ten_Largest_No._6_-_1907.jpg?v=1682071027,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
hilma-af-klint-the-ten-largest-no-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Hilma_af_Klint_-_The_Ten_Largest_No._6_-_1907.jpg?v=1682071027,2,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Hilma_af_Klint_-_The_Ten_Largest_No._6_-_1907.jpg?v=1682071027,3,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Hilma_af_Klint_-_The_Ten_Largest_No._6_-_1907_lowres.jpg?v=1682071027,4,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasCorner-Hilma_af_Klint_-_The_Ten_Largest_No._6_-_1907.jpg?v=1682071040,5,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Cnavas-back.jpg?v=1682071040,6,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-5,The Ten Largest No.5,<strong>Hilma af Klint- Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Abstract,TRUE,Size,120 x 80 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Hilma_af_Klint_-_The_Ten_Largest_No._5_-_Adulthood_-_1907.jpg?v=1682066657,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
hilma-af-klint-the-ten-largest-no-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Hilma_af_Klint_-_The_Ten_Largest_No._5_-_Adulthood_-_1907.jpg?v=1682066657,2,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Hilma_af_Klint_-_The_Ten_Largest_No._5_-_Adulthood_-_1907.jpg?v=1682066657,3,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Hilma_af_Klint_-_The_Ten_Largest_No._5_-_Adulthood_-_1907_lowres.jpg?v=1682066657,4,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-4-childhood,The Ten Largest No.4,<strong>Hilma af Klint- Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Abstract,TRUE,Size,120 x 80 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Hilma_af_Klint_-_The_Ten_Largest_No._4_-_Youth_-_1907.jpg?v=1682066604,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
hilma-af-klint-the-ten-largest-no-4-childhood,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Hilma_af_Klint_-_The_Ten_Largest_No._4_-_Youth_-_1907.jpg?v=1682066604,2,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-4-childhood,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Hilma_af_Klint_-_The_Ten_Largest_No._4_-_Youth_-_1907.jpg?v=1682066604,3,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-4-childhood,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Hilma_af_Klint_-_The_Ten_Largest_No._4_-_Youth_-_1907_lowres.jpg?v=1682066604,4,,,,,,,,,,,,,,,,,,,,,,,,,,
hilmaaf_klint_-_the_ten_largest_no-_2_-_childhood_-_1907lowres,The Ten Largest No.2,<strong>Hilma af Klint- Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Abstract,TRUE,Size,120 x 80 cm,,,,,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Hilma_af_Klint_-_The_Ten_Largest_No._2_-_Childhood_-_1907.jpg?v=1682066566,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
hilmaaf_klint_-_the_ten_largest_no-_2_-_childhood_-_1907lowres,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Hilma_af_Klint_-_The_Ten_Largest_No._2_-_Childhood_-_1907.jpg?v=1682066566,2,,,,,,,,,,,,,,,,,,,,,,,,,,
hilmaaf_klint_-_the_ten_largest_no-_2_-_childhood_-_1907lowres,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Hilma_af_Klint_-_The_Ten_Largest_No._2_-_Childhood_-_1907.jpg?v=1682066566,3,,,,,,,,,,,,,,,,,,,,,,,,,,
hilmaaf_klint_-_the_ten_largest_no-_2_-_childhood_-_1907lowres,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Hilma_af_Klint_-_The_Ten_Largest_No._2_-_Childhood_-_1907_lowres.jpg?v=1682066566,4,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-au-temps-d-harmonie,Au temps dâharmonie,<strong>Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,Landscape,TRUE,Size,80 x 120 cm,,,,,,30,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Paul_Signac__1893-95__Au_temps_d_harmonie__-HomeDecor.jpg?v=1682066435,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
paul-signac-au-temps-d-harmonie,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Paul_Signac__1893-95__Au_temps_d_harmonie__-HomeDecor.jpg?v=1682066484,2,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-au-temps-d-harmonie,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Paul_Signac__1893-95__Au_temps_d_harmonie__-HomeDecor.jpg?v=1682066484,3,,,,,,,,,,,,,,,,,,,,,,,,,,
paul-signac-au-temps-d-harmonie,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Paul_Signac__1893-95__Au_temps_d_harmonie__-HomeDecor_lowres.jpg?v=1682066523,4,,,,,,,,,,,,,,,,,,,,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,The Ten Largest No. 1,<strong>Hilma af Klint- Canvas Print for Home Decor</strong>,obldisplay,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas > Painting Canvas,Canvas,"Abstract, Inspirational",TRUE,Size,120 x 80 cm,Style,Vintage,Color,Black,,3000,shopify,10,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasFront-Hilma_af_Klint_-_The_Ten_Largest_No._1_-_Childhood_HomeDecor.jpg?v=1682066398,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Vintage,,White,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup01-Hilma_af_Klint_-_The_Ten_Largest_No._1_-_Childhood_-_1907.jpg?v=1682066398,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Vintage,,Pink,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/CanvasMockup02-Hilma_af_Klint_-_The_Ten_Largest_No._1_-_Childhood_-_1907.jpg?v=1682066398,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Abstract,,Black,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0744/6357/6341/products/Canvas-Hilma_af_Klint_-_The_Ten_Largest_No._1_-_Childhood_HomeDecor_lowres.jpg?v=1682066398,4,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Abstract,,White,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Abstract,,Pink,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Landscape,,Black,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Landscape,,White,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
hilma-af-klint-the-ten-largest-no-1-childhood,,,,,,,,,120 x 80 cm,,Landscape,,Pink,,3000,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
